ID,SalePrice
1461,126034.8499
1462,153932.5925
1463,180804.8322
1464,184556.5826
1465,197747.0428
1466,184111.1725
1467,172868.4942
1468,175011.2389
1469,179889.7651
1470,124122.8829
1471,207001.0369
1472,95668.2865
1473,100087.458
1474,153577.479
1475,126583.4238
1476,383778.0523
1477,250777.799
1478,305767.6415
1479,285011.0833
1480,470764.3785
1481,302894.6624
1482,207446.6113
1483,182305.2052
1484,173760.9386
1485,174179.0769
1486,200405.5059
1487,324685.0316
1488,237320.1564
1489,210883.2339
1490,213224.3036
1491,191200.7342
1492,96149.89043
1493,181863.5479
1494,298226.129
1495,290946.8578
1496,233011.7487
1497,188301.3863
1498,155610.2248
1499,153637.3532
1500,160323.9631
1501,172049.7315
1502,157867.0852
1503,279622.3482
1504,230924.8593
1505,214798.4178
1506,181366.439
1507,238125.8911
1508,192522.5241
1509,159799.0622
1510,152027.4066
1511,151588.8117
1512,169291.4532
1513,147426.9472
1514,154489.3216
1515,203094.4836
1516,159946.953
1517,153593.0745
1518,134173.8353
1519,225707.1856
1520,139699.966
1521,144104.875
1522,160657.393
1523,117538.8929
1524,123258.4301
1525,126700.6448
1526,127705.5144
1527,110101.0501
1528,127143.8081
1529,143848.0911
1530,167176.6679
1531,136566.8847
1532,107906.4809
1533,141348.2447
1534,115698.0462
1535,153727.5313
1536,117902.5169
1537,93621.82367
1538,166432.2922
1539,219825.908
1540,119669.1758
1541,143218.4634
1542,139174.4368
1543,195127.5408
1544,84699.2486
1545,102698.4158
1546,123624.5333
1547,137603.4297
1548,130653.2484
1549,117039.2003
1550,143639.9083
1551,118626.9798
1552,151047.7774
1553,143552.8209
1554,113479.1164
1555,169401.6114
1556,97477.40793
1557,120465.2073
1558,91421.221
1559,122993.483
1560,149588.5771
1561,151658.1303
1562,127468.3895
1563,126050.4314
1564,161919.924
1565,155209.4453
1566,228569.0155
1567,84402.92147
1568,218328.2649
1569,154213.2392
1570,134801.6576
1571,131717.8209
1572,143441.8738
1573,238687.3945
1574,127385.9644
1575,222180.452
1576,233210.1867
1577,205906.7238
1578,146232.9611
1579,144603.0133
1580,188449.6473
1581,143150.2651
1582,127990.6788
1583,325749.5278
1584,239116.5986
1585,140358.504
1586,75326.6827
1587,107939.4516
1588,151443.0432
1589,101653.1696
1590,134562.7222
1591,106671.7173
1592,127652.4124
1593,119998.3057
1594,142233.7885
1595,131220.488
1596,229497.2457
1597,161920.9003
1598,187035.8524
1599,188138.418
1600,187703.6388
1601,82081.70143
1602,112861.8306
1603,96317.17017
1604,285511.6933
1605,252712.9231
1606,166915.2408
1607,172137.3673
1608,217138.3396
1609,198392.4782
1610,163960.6469
1611,149197.9927
1612,181147.8776
1613,170960.5342
1614,121872.4468
1615,88222.55587
1616,83430.0816
1617,88874.28147
1618,126817.2045
1619,134855.8901
1620,173135.757
1621,142110.7464
1622,150275.0955
1623,280814.101
1624,221263.8582
1625,129246.7575
1626,172792.4459
1627,187200.9042
1628,279476.6338
1629,176779.8375
1630,339938.041
1631,213869.9187
1632,247377.584
1633,170724.8458
1634,187743.8568
1635,179716.1682
1636,166361.8853
1637,181072.7163
1638,206535.9086
1639,180935.5046
1640,243023.2088
1641,182061.8376
1642,223732.4584
1643,227050.148
1644,229445.2599
1645,185214.8966
1646,158084.1368
1647,161416.271
1648,142758.8531
1649,140092.4231
1650,122462.3683
1651,123512.4227
1652,94561.16257
1653,98869.52587
1654,156481.8093
1655,149846.6556
1656,149040.0241
1657,154373.4217
1658,158674.7731
1659,134648.9834
1660,152359.5555
1661,439359.1723
1662,372333.3786
1663,364466.3964
1664,445956.206
1665,311828.1395
1666,334394.3409
1667,352954.4695
1668,327461.6239
1669,303068.2143
1670,339782.7991
1671,260652.5493
1672,463421.2997
1673,299844.1537
1674,253910.8999
1675,196125.2658
1676,194708.6244
1677,214888.6225
1678,457655.5151
1679,386119.8198
1680,317689.7372
1681,255684.5835
1682,310188.8641
1683,189694.2411
1684,172213.5791
1685,175683.9103
1686,169303.8641
1687,168994.179
1688,189055.1318
1689,188162.9169
1690,185727.1609
1691,176060.1119
1692,268784.1032
1693,171745.2823
1694,184387.5489
1695,170756.5628
1696,275417.2088
1697,170979.865
1698,339245.8266
1699,328326.3892
1700,246438.0861
1701,260551.7756
1702,252398.2161
1703,254257.8091
1704,284592.2496
1705,233411.6622
1706,438418.7025
1707,221473.2082
1708,217186.6642
1709,269826.3997
1710,225770.1829
1711,278030.9145
1712,254321.3571
1713,264762.6159
1714,217648.3424
1715,202922.2652
1716,181602.6159
1717,165565.6361
1718,135606.5073
1719,207270.0981
1720,249098.9478
1721,165701.8432
1722,127468.9077
1723,158956.6799
1724,214697.714
1725,229774.8233
1726,193806.2719
1727,175690.1335
1728,187303.2544
1729,163854.6112
1730,166701.8165
1731,125455.997
1732,131109.6697
1733,124685.4531
1734,131109.1876
1735,132605.2129
1736,119315.9546
1737,339274.8286
1738,215752.6615
1739,279118.9314
1740,211935.6102
1741,187010.388
1742,171646.3547
1743,175049.9169
1744,293560.3142
1745,221396.8269
1746,249950.3358
1747,211111.1295
1748,217417.939
1749,163231.2863
