ID,SalePrice
1461,112463.1629
1462,159851.925
1463,186711.0601
1464,196985.0202
1465,205911.4641
1466,170481.0434
1467,174451.0159
1468,156981.2354
1469,212121.2631
1470,115272.8896
1471,155538.8177
1472,97544.25729
1473,93335.24902
1474,145979.5378
1475,105875.5526
1476,375460.5366
1477,262237.9468
1478,312337.5284
1479,304780.1875
1480,485142.6581
1481,309374.1887
1482,205268.489
1483,176559.5011
1484,161900.6269
1485,178726.4024
1486,188696.3396
1487,336372.8332
1488,225257.9874
1489,202630.7846
1490,256412.0014
1491,201476.6916
1492,103306.905
1493,187055.2236
1494,305070.0983
1495,288798.2839
1496,244719.3388
1497,175433.6486
1498,176218.1064
1499,162613.677
1500,149118.8736
1501,194973.5998
1502,132220.5422
1503,359044.4597
1504,233601.2643
1505,224217.7609
1506,192473.3486
1507,257593.3925
1508,195864.8046
1509,154720.0354
1510,143573.4224
1511,160787.8199
1512,174901.4357
1513,150590.8249
1514,168774.9243
1515,207756.693
1516,151241.1294
1517,183190.9162
1518,122161.4493
1519,221143.2047
1520,118497.9366
1521,133980.7402
1522,188385.2556
1523,112140.717
1524,123925.5534
1525,115082.1988
1526,104063.9842
1527,102419.4243
1528,130070.0416
1529,161281.1241
1530,211378.5789
1531,130490.1722
1532,92220.21954
1533,167117.4303
1534,127741.3928
1535,150543.9196
1536,92053.83474
1537,45810.05344
1538,151719.4155
1539,206480.2121
1540,118241.6983
1541,142207.1901
1542,166830.9826
1543,187960.6187
1544,75648.45107
1545,120004.1076
1546,138012.7501
1547,137095.4779
1548,151782.5354
1549,126825.5744
1550,143761.0862
1551,104237.5988
1552,154064.548
1553,156815.7858
1554,113330.7315
1555,157121.2127
1556,51473.44839
1557,140311.9326
1558,106975.0909
1559,60447.48711
1560,116694.7118
1561,151393.6536
1562,131582.7164
1563,128531.2151
1564,162466.7063
1565,157878.6167
1566,227973.4075
1567,71899.09548
1568,219833.0024
1569,135100.9279
1570,125904.2357
1571,82090.24058
1572,150422.0764
1573,267781.606
1574,135359.3029
1575,232351.5739
1576,229407.7274
1577,181975.2371
1578,157558.2582
1579,133480.6599
1580,189349.8175
1581,153539.7032
1582,134310.5757
1583,281727.9651
1584,219976.3214
1585,133005.3394
1586,82043.36325
1587,103618.2981
1588,152480.6672
1589,105051.0427
1590,122881.5215
1591,89717.5307
1592,127390.7151
1593,127911.1834
1594,148565.9187
1595,117156.9296
1596,230451.1767
1597,210382.2969
1598,212961.0757
1599,193828.86
1600,171847.0316
1601,51003.60696
1602,129131.4123
1603,37542.34156
1604,272736.9165
1605,223917.6195
1606,148620.5778
1607,167434.0401
1608,200229.2313
1609,190137.2487
1610,150676.2929
1611,126922.0872
1612,186365.3676
1613,163472.967
1614,136834.9713
1615,96351.29602
1616,73060.17317
1617,84760.34052
1618,135579.2513
1619,143473.8105
1620,188981.435
1621,130431.6729
1622,150936.537
1623,254530.6501
1624,198126.174
1625,116183.0631
1626,167053.6033
1627,190739.3533
1628,275838.0848
1629,177984.3964
1630,366053.7787
1631,254355.3586
1632,250991.4864
1633,172131.6714
1634,181417.3437
1635,169427.4887
1636,145390.9147
1637,200731.0897
1638,177994.4784
1639,182124.4599
1640,235955.3317
1641,181161.4564
1642,250547.8782
1643,218398.3682
1644,236002.5865
1645,217242.9825
1646,155898.4189
1647,155422.2552
1648,127563.7868
1649,125658.2711
1650,105536.2267
1651,112648.2002
1652,98069.29802
1653,94146.59918
1654,145019.0717
1655,120843.3005
1656,140650.1846
1657,154485.1313
1658,145850.5619
1659,126621.6258
1660,148254.446
1661,439924.3868
1662,386087.7465
1663,386901.572
1664,535143.5099
1665,333520.4926
1666,323308.1848
1667,379418.9486
1668,360813.5325
1669,318936.113
1670,363349.7915
1671,269704.1639
1672,408795.4335
1673,290096.6779
1674,246863.8596
1675,203492.5411
1676,206791.6144
1677,216418.525
1678,473618.1498
1679,388041.6335
1680,342643.5153
1681,281041.8272
1682,319949.6532
1683,191967.1174
1684,168751.7197
1685,169221.4155
1686,161366.0811
1687,162064.721
1688,181018.9142
1689,185017.5598
1690,187008.6863
1691,175659.0809
1692,252776.6164
1693,169981.2161
1694,181730.0811
1695,168000.7765
1696,263322.036
1697,176956.557
1698,341088.4388
1699,333747.233
1700,271965.842
1701,279791.0197
1702,236809.5053
1703,228969.4004
1704,268884.9047
1705,240810.2258
1706,193226.304
1707,229578.7954
1708,203066.217
1709,246962.4586
1710,219991.0046
1711,267796.8117
1712,253952.243
1713,281967.9269
1714,227648.7916
1715,208980.6476
1716,186760.4564
1717,174979.5622
1718,153359.2832
1719,226029.8488
1720,254208.7846
1721,146913.3658
1722,117589.8408
1723,149885.2041
1724,219097.0251
1725,242619.3734
1726,186625.1913
1727,151794.657
1728,153366.2903
1729,173946.2245
1730,169021.7425
1731,110444.3335
1732,132131.1176
1733,116649.4737
1734,121260.9407
1735,90615.12693
1736,94430.94552
1737,285147.1402
1738,264050.5128
1739,247190.7585
1740,218242.7245
1741,190260.5506
1742,178244.7783
1743,169857.7374
1744,361523.1404
1745,221192.4486
1746,191304.0421
1747,220631.6676
1748,225921.7459
1749,133922.9222
1750,133847.4829
1751,231167.4347
1752,106131.8422
1753,156727.8708
1754,196474.5438
1755,169973.0148
1756,143425.8142
1757,118333.6895
1758,144976.4476
1759,159160.3998
1760,161311.9272
1761,152992.8648
1762,185629.3684
1763,186435.5418
1764,114631.3674
1765,185127.1723
1766,185897.6107
1767,227800.6269
1768,139798.0982
1769,161788.3988
1770,147288.0536
1771,120970.1947
1772,132932.1211
1773,109261.2812
1774,154921.2525
1775,140414.1348
1776,130437.1745
1777,108829.4516
1778,146125.5669
1779,136535.3612
1780,154647.3102
1781,126892.4128
1782,74484.12501
1783,142225.6176
1784,94521.43521
1785,140146.8464
1786,107304.1976
1787,148097.4789
1788,49365.95337
1789,103556.7211
1790,65804.79476
1791,199880.8391
1792,168193.3992
1793,138909.4386
1794,162974.0198
1795,133919.083
1796,131660.6896
1797,119080.4032
1798,122622.6987
1799,98351.26045
1800,123013.1139
1801,123800.8103
1802,103448.9708
1803,159620.32
1804,121225.0707
1805,129008.179
1806,129902.1335
1807,142908.0588
1808,118091.0988
1809,132013.5013
1810,140663.4932
1811,153650.1437
1812,112119.8879
1813,144657.4095
1814,97342.64614
1815,56382.16394
1816,99796.0756
1817,105812.5653
1818,165983.3583
1819,137991.3296
1820,28760.11557
1821,101988.9904
1822,152576.8098
1823,26927.09063
1824,128253.3816
1825,146940.506
1826,100150.1756
1827,106291.9805
1828,142184.9737
1829,127580.953
1830,152897.6968
1831,160523.4396
1832,31120.61265
1833,147383.5473
1834,120223.7156
1835,126890.3461
1836,138754.9628
1837,82107.20077
1838,120307.85
1839,111320.9515
1840,150771.4431
1841,130492.139
1842,68575.19701
1843,144841.9539
1844,141768.3073
1845,139648.9217
1846,157354.2754
1847,164297.9424
1848,42705.08005
1849,103895.6439
1850,106882.9719
1851,145018.7871
1852,106851.605
1853,116473.9104
1854,169829.0382
1855,162173.7653
1856,219164.1625
1857,129470.5369
1858,147143.5817
1859,100005.1898
1860,142242.3664
1861,107894.8956
1862,303342.6036
1863,291375.4208
1864,291401.9081
1865,367042.2391
1866,344725.803
1867,211616.489
1868,288217.8036
1869,206179.1887
1870,218787.8063
1871,257355.7416
1872,168922.21
1873,239290.6133
1874,143402.3789
1875,183926.0227
1876,201712.0443
1877,209253.0041
1878,193725.2155
1879,138367.3216
1880,131122.8574
1881,245725.1344
1882,232090.1542
1883,183304.2714
1884,202798.0803
1885,226038.6144
1886,284898.3144
1887,216387.1528
1888,257651.2402
1889,164474.2513
1890,93290.79202
1891,99181.02511
1892,100998.0408
1893,131056.2894
1894,119238.0353
1895,134646.565
1896,128804.3968
1897,120814.2659
1898,100647.7395
1899,162190.5536
1900,158238.0069
1901,194234.732
1902,182017.0325
1903,218346.6445
1904,163535.8525
1905,202633.3239
1906,174957.7005
1907,239991.1455
1908,113625.057
1909,128248.791
1910,128657.6431
1911,232859.6737
1912,320069.6079
1913,151101.7961
1914,43742.01084
1915,348946.1323
1916,23339.28793
1917,223395.4406
1918,133736.3364
1919,154917.1589
1920,164737.0522
1921,384761.4779
1922,346513.7288
1923,234997.4157
1924,230339.5129
1925,205769.4069
1926,384195.7382
1927,125297.5009
1928,174698.144
1929,118304.6687
1930,123654.7065
1931,116895.2825
1932,125934.3035
1933,199513.4193
1934,190218.5537
1935,165410.9408
1936,211941.7805
1937,175839.3867
1938,165700.5031
1939,277921.0611
1940,203615.7857
1941,169354.0558
1942,153531.1589
1943,235945.2712
1944,380728.1738
1945,417831.0669
1946,112420.4232
1947,127848.3973
1948,181564.7308
1949,238823.4376
1950,184892.5165
1951,245952.9789
1952,202137.886
1953,178367.2
1954,180379.5787
1955,136802.3713
1956,288203.1141
1957,158203.0571
1958,242085.9712
1959,134189.6185
1960,92805.97316
1961,123995.446
1962,93951.47443
1963,107005.6536
1964,105326.5221
1965,134392.0098
1966,141706.6216
1967,314653.5188
1968,412361.6713
1969,396583.9457
1970,401521.8258
1971,449478.3915
1972,371335.0778
1973,293634.1336
1974,341073.823
1975,339792.6326
1976,281677.6002
1977,366456.0644
1978,345080.3776
1979,325759.7191
1980,205920.2887
1981,360011.1847
1982,216418.744
1983,200358.5622
1984,175925.6827
1985,230137.8708
1986,206218.1735
1987,208814.7254
1988,166931.9275
1989,185334.499
1990,204788.342
1991,232244.2021
1992,225323.4254
1993,163043.6351
1994,235245.7051
1995,182221.2048
1996,280445.1415
1997,315873.8477
1998,324417.7273
1999,310021.4553
2000,322017.141
2001,287486.9662
2002,245756.5211
2003,239164.5474
2004,279325.02
2005,225777.9781
2006,222420.1707
2007,242468.5495
