ID,SalePrice
1461,151123.5593
1462,173919.0305
1463,203630.9852
1464,207601.9295
1465,177569.0481
1466,186602.8495
1467,194922.3688
1468,164065.7593
1469,189239.2136
1470,141723.8249
1471,195367.8607
1472,124254.7708
1473,121349.049
1474,154889.6278
1475,95243.55501
1476,290278.7067
1477,235515.3915
1478,269520.2957
1479,254172.8288
1480,422204.9334
1481,298671.8608
1482,187905.2437
1483,178743.1117
1484,160137.8866
1485,155126.4618
1486,195060.6874
1487,325564.8878
1488,242078.3989
1489,189770.1368
1490,237028.2514
1491,200216.1483
1492,101783.3268
1493,173118.141
1494,269362.2629
1495,276770.0329
1496,209701.51
1497,185335.2275
1498,153715.9912
1499,148999.3248
1500,161272.3146
1501,210265.0465
1502,129281.7484
1503,257541.6641
1504,236943.456
1505,232361.6997
1506,223308.8264
1507,283091.6515
1508,220959.3585
1509,168684.5969
1510,180907.8505
1511,149298.4107
1512,221703.7382
1513,172906.1854
1514,197104.9914
1515,245192.9288
1516,153205.4617
1517,163347.6171
1518,178359.2384
1519,254068.7413
1520,139218.1771
1521,149238.1333
1522,210527.3677
1523,123206.6867
1524,115273.9856
1525,97741.42769
1526,98338.85105
1527,118373.4911
1528,151047.1158
1529,140586.9751
1530,226060.9371
1531,175093.6787
1532,77487.39001
1533,142453.6657
1534,120896.6372
1535,162906.9424
1536,87217.99142
1537,112375.3167
1538,133310.8364
1539,193948.7301
1540,148248.5665
1541,152117.7096
1542,168228.3729
1543,181306.3935
1544,76849.32877
1545,89559.81425
1546,122904.0757
1547,149227.5593
1548,137732.0398
1549,133686.5958
1550,148965.2342
1551,105204.893
1552,147824.5183
1553,161198.5167
1554,97875.48126
1555,197107.1766
1556,73087.41296
1557,98210.75925
1558,81610.99313
1559,109446.1203
1560,151997.6097
1561,191099.9485
1562,117676.7264
1563,124672.6073
1564,180093.9226
1565,155326.9261
1566,236090.5035
1567,87967.95375
1568,254756.2918
1569,149773.3924
1570,117112.5275
1571,100479.3979
1572,164491.0933
1573,222889.9758
1574,163548.3702
1575,250620.8917
1576,266911.3131
1577,183812.674
1578,138278.8848
1579,150124.1042
1580,189894.9453
1581,146193.3452
1582,123280.168
1583,304205.4061
1584,242042.3076
1585,138623.1499
1586,65765.68297
1587,93699.33161
1588,149306.3
1589,131312.352
1590,129480.7598
1591,95891.40765
1592,136477.513
1593,113165.3922
1594,183854.5838
1595,141544.1142
1596,208701.2704
1597,224726.4123
1598,175260.8943
1599,154594.0138
1600,159729.7848
1601,59600.71295
1602,144923.3476
